URN,Rating,Inspection Date
110698,Good,20090119
110699,Good,20120209
110699,Satisfactory,20090317
110699,Good,20060313
110700,Good,20130613
110700,Satisfactory,20091201
110700,Good,20070227
110702,Good,20121025
110702,Satisfactory,20110112
110702,Satisfactory,20080417
110703,Good,20161109
110703,Requires Improvement,20141204
110703,Good,20110712
110703,Good,20080519
110705,Good,20190612
110705,Good,20140320
110705,Satisfactory,20120710
110705,Good,20070222
110707,Good,20190925
110707,Requires Improvement,20170628
110707,Outstanding,20070319
110710,Good,20110929
110710,Good,20070424
110713,Good,20120312
110713,Good,20061004
110714,Good,20110210
110714,Good,20071002
110715,Good,20171123
110715,Requires Improvement,20151124
110715,Requires Improvement,20131009
110715,Satisfactory,20111205
110715,Satisfactory,20081202
110717,Good,20111124
110717,Good,20081126
110717,Good,20051101
110719,Good,20160224
110719,Requires Improvement,20131217
110719,Good,20100921
110719,Satisfactory,20080708
110719,Inadequate,20070116
110722,Good,20131205
110722,Satisfactory,20111102
110722,Inadequate,20100928
110722,Satisfactory,20080124
110723,Good,20130710
110723,Good,20091112
110723,Good,20070606
110730,Good,20140327
110730,Requires Improvement,20120927
110730,Satisfactory,20091021
110730,Good,20070711
110733,Outstanding,20120227
110733,Satisfactory,20081124
110734,Good,20121023
110734,Good,20071114
110735,Requires Improvement,20170214
110735,Good,20130131
110735,Satisfactory,20100525
110735,Good,20061113
110736,Good,20131203
110736,Outstanding,20081120
110737,Good,20160713
110737,Requires Improvement,20140327
110737,Good,20090210
110737,Satisfactory,20060228
110743,Good,20180626
110743,Good,20150625
110743,Requires Improvement,20130716
110743,Outstanding,20100420
110743,Good,20070205
110746,Requires Improvement,20171213
110746,Good,20130613
110746,Good,20081009
110747,Good,20180320
110747,Good,20140513
110747,Requires Improvement,20130205
110747,Satisfactory,20110609
110747,Satisfactory,20090709
110747,Inadequate,20071106
110748,Good,20120319
110748,Good,20061129
110749,Good,20140917
110749,Requires Improvement,20120926
110749,Satisfactory,20091116
110749,Satisfactory,20070619
110750,Outstanding,20110915
110750,Satisfactory,20090210
110750,Satisfactory,20051214
110754,Good,20141021
110754,Good,20090922
110754,Good,20070503
110755,Good,20110316
110755,Good,20080131
110756,Good,20140213
110756,Satisfactory,20120424
110756,Good,20090225
110756,Satisfactory,20051207
110758,Requires Improvement,20180315
110758,Good,20131128
110758,Satisfactory,20120126
110758,Good,20090129
110758,Good,20060302
110759,Good,20111109
110759,Good,20070327
110760,Requires Improvement,20171114
110760,Good,20131107
110760,Good,20081023
110760,Good,20051109
110761,Good,20160127
110761,Requires Improvement,20140205
110761,Satisfactory,20120619
110761,Inadequate,20101005
110761,Good,20070919
110762,Good,20160608
110762,Requires Improvement,20140114
110762,Good,20110125
110762,Good,20080515
110763,Good,20121114
110763,Good,20080626
110765,Outstanding,20081211
110765,Outstanding,20050922
110766,Good,20111003
110766,Good,20090701
110766,Good,20060704
110771,Requires Improvement,20190327
110771,Outstanding,20111116
110771,Inadequate,20100915
110771,Good,20080312
110772,Good,20160126
110772,Requires Improvement,20131205
110772,Satisfactory,20111123
110772,Inadequate,20101104
110772,Satisfactory,20080306
110773,Good,20150210
110773,Good,20100308
110773,Good,20070607
110774,Inadequate,20170215
110774,Good,20130620
110774,Outstanding,20100324
110774,Satisfactory,20061011
110775,Good,20190122
110775,Good,20150701
110775,Good,20111206
110775,Good,20070129
110778,Good,20180201
110778,Requires Improvement,20160511
110778,Requires Improvement,20140318
110778,Good,20110707
110778,Good,20071031
110780,Outstanding,20131010
110780,Good,20090126
110780,Good,20060322
110781,Good,20120913
110781,Satisfactory,20091014
110781,Good,20070205
110783,Requires Improvement,20190319
110783,Good,20131126
110783,Requires Improvement,20130130
110783,Satisfactory,20100914
110783,Good,20071212
110784,Good,20150324
110784,Requires Improvement,20131114
110784,Satisfactory,20120209
110784,Good,20090319
110784,Good,20060320
110785,Good,20131126
110785,Satisfactory,20111128
110785,Satisfactory,20090618
110785,Satisfactory,20060626
110786,Outstanding,20081023
110786,Good,20050915
110787,Requires Improvement,20190619
110787,Requires Improvement,20161206
110787,Good,20120305
110787,Good,20070123
110788,Outstanding,20100322
110788,Outstanding,20061128
110789,Good,20120614
110789,Good,20090617
110789,Outstanding,20060328
110791,Good,20160315
110791,Requires Improvement,20131126
110791,Satisfactory,20111117
110791,Outstanding,20061120
110793,Good,20120209
110793,Good,20070320
110794,Inadequate,20171213
110794,Good,20140710
110794,Requires Improvement,20121004
110794,Satisfactory,20091124
110794,Good,20070524
110795,Good,20110131
110795,Satisfactory,20080508
110796,Good,20140225
110796,Satisfactory,20120320
110796,Good,20061016
110797,Outstanding,20100701
110797,Outstanding,20070110
110798,Good,20150122
110798,Requires Improvement,20131203
110798,Satisfactory,20110915
110798,Good,20070704
110800,Good,20140320
110800,Satisfactory,20120514
110800,Good,20090324
110800,Good,20060307
110801,Good,20180426
110801,Good,20130704
110801,Good,20101116
110801,Good,20080313
110802,Requires Improvement,20190326
110802,Good,20140715
110802,Good,20110623
110802,Inadequate,20100318
110802,Good,20061017
110803,Good,20110609
110803,Good,20080508
110804,Good,20140306
110804,Requires Improvement,20130205
110804,Good,20080130
110807,Good,20140320
110807,Good,20090429
110807,Good,20060510
110809,Good,20110915
110809,Good,20070312
110811,Requires Improvement,20150923
110811,Requires Improvement,20131010
110811,Good,20090204
110811,Good,20051214
110812,Good,20160315
110812,Requires Improvement,20131217
110812,Satisfactory,20111010
110812,Good,20090616
110812,Good,20060713
110813,Good,20171011
110813,Requires Improvement,20150922
110813,Good,20120621
110813,Outstanding,20071107
110814,Outstanding,20181031
110814,Good,20131105
110814,Good,20080915
110814,Outstanding,20051115
110815,Good,20130709
110815,Good,20100426
110815,Good,20070129
110816,Good,20130124
110816,Good,20080116
110817,Outstanding,20130606
110817,Satisfactory,20091104
110817,Satisfactory,20070517
110820,Good,20180605
110820,Good,20141119
110820,Requires Improvement,20121023
110820,Satisfactory,20100610
110820,Good,20070322
110821,Inadequate,20170628
110821,Good,20130710
110821,Good,20090610
110821,Satisfactory,20060221
110822,Good,20150604
110822,Good,20110913
110822,Satisfactory,20081210
110822,Good,20050929
110823,Requires Improvement,20190109
110823,Outstanding,20110621
110823,Good,20071211
110824,Good,20140626
110824,Good,20110512
110824,Satisfactory,20071213
110825,Good,20160712
110825,Requires Improvement,20140424
110825,Requires Improvement,20121204
110825,Satisfactory,20110119
110825,Satisfactory,20080227
110826,Requires Improvement,20191001
110826,Good,20141111
110826,Requires Improvement,20131022
110826,Satisfactory,20111102
110826,Good,20081209
110827,Good,20170927
110827,Requires Improvement,20150922
110827,Good,20120426
110827,Outstanding,20090701
110827,Good,20060713
110829,Good,20160504
110829,Requires Improvement,20140327
110829,Satisfactory,20120528
110829,Good,20080421
110830,Good,20131003
110830,Good,20081118
110831,Good,20141021
110831,Good,20100210
110831,Good,20070517
110832,Good,20170426
110832,Outstanding,20071008
110833,Inadequate,20180704
110833,Good,20141016
110833,Good,20100518
110833,Good,20070314
110834,Good,20170117
110834,Requires Improvement,20150129
110834,Requires Improvement,20130221
110834,Satisfactory,20110630
110834,Good,20080430
110835,Good,20130425
110835,Good,20081112
110836,Good,20200204
110836,Requires Improvement,20170926
110836,Good,20121213
110836,Satisfactory,20110119
110836,Good,20080623
110837,Good,20140128
110837,Good,20090511
110837,Good,20060525
110838,Inadequate,20180502
110838,Good,20141203
110838,Requires Improvement,20131023
110838,Satisfactory,20120124
110838,Satisfactory,20090609
110838,Satisfactory,20060524
110839,Requires Improvement,20180626
110839,Requires Improvement,20151215
110839,Good,20120705
110839,Good,20080318
110840,Requires Improvement,20180116
110840,Good,20140715
110840,Requires Improvement,20121128
110840,Satisfactory,20100920
110840,Satisfactory,20080110
110841,Outstanding,20141125
110841,Good,20100513
110841,Good,20070312
110845,Good,20140306
110845,Good,20090310
110845,Good,20060126
110847,Good,20140226
110847,Good,20100913
110847,Good,20071101
110850,Good,20150617
110850,Requires Improvement,20130710
110850,Good,20100524
110850,Good,20070222
110851,Good,20120614
110851,Satisfactory,20090121
110851,Good,20060126
110852,Good,20140710
110852,Good,20100114
110852,Good,20061102
110853,Good,20170704
110853,Good,20130703
110853,Inadequate,20120201
110853,Good,20081001
110853,Good,20051010
110854,Good,20160120
110854,Requires Improvement,20140129
110854,Satisfactory,20120625
110854,Good,20090316
110855,Good,20130911
110855,Good,20081007
110856,Good,20130709
110856,Good,20100421
110856,Satisfactory,20061114
110882,Good,20160426
110882,Requires Improvement,20140521
110882,Requires Improvement,20121010
110882,Satisfactory,20101013
110882,Satisfactory,20080225
110882,Inadequate,20070117
110888,Requires Improvement,20180605
110888,Good,20150211
110888,Requires Improvement,20130221
110888,Satisfactory,20110329
110888,Satisfactory,20080519
110893,Good,20111205
110893,Good,20081120
110893,Good,20051013
110899,Good,20130502
110899,Good,20100304
110899,Good,20061129
110907,Good,20131017
110907,Satisfactory,20120523
110907,Satisfactory,20100303
110907,Inadequate,20080429
110907,Satisfactory,20051123
110920,Good,20171108
110920,Outstanding,20130917
110920,Good,20101117
110920,Satisfactory,20080117
110930,Outstanding,20191119
110930,Outstanding,20161108
110930,Outstanding,20091208
110931,Good,20180116
110931,Good,20140924
110931,Good,20110329
110931,Good,20080108
110932,Good,20180501
110932,Good,20150210
110932,Good,20111012
110932,Good,20080514
110943,Good,20130613
110943,Satisfactory,20110511
110943,Good,20071120
110948,Good,20141126
110948,Good,20110314
110948,Good,20070926
110951,Outstanding,20190326
110951,Good,20141002
110951,Good,20120320
110951,Good,20090120
110951,Good,20060125
110971,Good,20140226
110971,Satisfactory,20120620
110971,Satisfactory,20100617
110971,Inadequate,20081119
110971,Good,20051121
110972,Good,20130514
110972,Good,20100525
110972,Good,20060913
110973,Good,20151103
110973,Requires Improvement,20131009
110973,Good,20100701
110973,Satisfactory,20070516
110976,Good,20130326
110976,Satisfactory,20110308
110976,Satisfactory,20080421
110983,Good,20101208
110983,Good,20080204
110984,Outstanding,20091130
110987,Good,20160504
110987,Requires Improvement,20131204
110987,Good,20110314
110987,Satisfactory,20071121
110987,Inadequate,20060920
110989,Good,20141126
110989,Good,20100525
110989,Good,20070129
110990,Good,20130925
110990,Good,20080925
110992,Good,20181106
110992,Good,20140611
110992,Requires Improvement,20121107
110992,Satisfactory,20091201
110992,Satisfactory,20061129
110993,Good,20140122
110993,Satisfactory,20120530
110993,Satisfactory,20081113
110993,Good,20051121
110995,Good,20111205
110995,Good,20070709
110996,Good,20150127
110996,Requires Improvement,20130320
110996,Inadequate,20110620
110996,Satisfactory,20090611
110996,Inadequate,20080429
110997,Good,20130313
110997,Satisfactory,20101201
110997,Good,20070627
110999,Good,20190924
110999,Requires Improvement,20170704
110999,Outstanding,20080312
111000,Good,20150609
111000,Good,20120503
111000,Good,20070314
111001,Good,20120627
111001,Good,20060927
111002,Outstanding,20130130
111002,Good,20070911
111003,Good,20140916
111003,Good,20091202
111003,Satisfactory,20070222
111004,Good,20161004
111004,Good,20110928
111004,Good,20070118
111005,Good,20130918
111005,Good,20080917
111005,Good,20051107
111006,Outstanding,20081202
111006,Outstanding,20051109
111008,Outstanding,20140325
111008,Good,20090610
111008,Good,20060111
111009,Good,20131217
111009,Good,20120620
111009,Good,20071101
111014,Outstanding,20170425
111014,Good,20120619
111014,Good,20090512
111014,Satisfactory,20060327
111015,Good,20111102
111015,Satisfactory,20090610
111015,Satisfactory,20060503
111023,Outstanding,20080317
111030,Good,20120201
111030,Good,20090121
111030,Satisfactory,20060117
111031,Good,20140211
111031,Good,20110125
111031,Good,20080128
111032,Inadequate,20191106
111032,Requires Improvement,20170608
111032,Outstanding,20081021
111032,Outstanding,20051121
111033,Good,20191119
111033,Outstanding,20070710
111038,Outstanding,20081204
111038,Good,20051121
111039,Good,20121010
111039,Satisfactory,20101104
111039,Good,20080205
111042,Good,20150610
111042,Good,20120627
111042,Outstanding,20060927
111044,Good,20150115
111044,Outstanding,20070327
111047,Inadequate,20190226
111047,Outstanding,20130312
111047,Good,20071002
111048,Inadequate,20171025
111048,Requires Improvement,20160224
111048,Requires Improvement,20131112
111048,Satisfactory,20120125
111048,Satisfactory,20090507
111048,Satisfactory,20060313
111050,Outstanding,20111128
111050,Good,20070201
111051,Good,20130711
111051,Outstanding,20071127
111052,Good,20130710
